Name,Formula,Molecular Weight,RT [min],Area (Max.),sample,area,count,RT,Class,FA,FA Group Key,TC,DB,Batch,StandardsName,Conc,slope,intercept,adj.r.squared,conc_mgmL
LPC(18:1),C26 H52 N O7 P,521.3465,3.238,414092750.584583,Area: Standard13B1.raw (F17),121661.155058323,32,3.061,LPC,18:01,18_1,18,1,B1,13,0.1,1.1925999734337,14.589882377109294,0.9399089080489595,0.08931052642630843
DG(18:1_18:1) +NH4,C39 H75 N O5,637.56369,15.35,365217.029557479,Area: Standard13B1.raw (F17),24400.9475928945,12,15.418,DG,18:1_18:1,36_2,36,2,B1,13,0.1,1.3519306673506046,12.729235584841016,0.9412900185659857,0.14326743789379653
PE(16:0_18:1),C39 H76 N O8 P,717.52932,11.847,170714421.761119,Area: Standard13B1.raw (F17),27994.3934590414,32,11.847,PE,16:0_18:1,34_1,34,1,B1,13,0.1,1.18643288820946,13.74803121913858,0.975124873120859,0.051975061487815465
PE(18:0_18:1),C41 H80 N O7 P,729.56656,15.619,249383434.16463,Area: Standard13B1.raw (F17),64942.6130118811,13,15.36,PEp,18:0_18:1,36_1,36,1,B1,13,0.1,1.2287043686823633,14.216302787827248,0.9780766262662444,0.07796435788525626
PC(18:1_18:1),C44 H84 N O8 P,785.58981000000006,11.277,998620005.120719,Area: Standard13B1.raw (F17),371292.668602326,20,11.462,PC,18:1_18:1,36_2,36,2,B1,13,0.1,1.1729558087543293,15.591708402124302,0.9675836020141986,0.0945179336104427
PI(34:2),C43 H79 O13 P,834.52455,8.354,88157750.9432684,Area: Standard13B1.raw (F17),15859.0538281107,29,8.31,PI,16:0_18:2,34_2,34,2,B1,13,0.1,1.2157441180432402,13.118700574207326,0.9833773231149067,0.058690994272361414
TG(18:1_18:1_18:1) +NH4,C57 H107 N O6,901.80726,21.343,310832446.923526,Area: Standard13B1.raw (F17),607254.053150281,24,21.312,TG,18:1_18:1_18:1,54_3,54,3,B1,13,0.1,0.9577345015024867,15.62072641316727,0.9720883936928404,0.09020214336924134
LPC(18:1),C26 H52 N O7 P,521.3465,3.238,414092750.584583,Area: standard13B2.raw (F18),253420.78855993,32,3.061,LPC,18:01,18_1,18,1,B2,13,0.1,1.1925999734337,14.589882377109294,0.9399089080489595,0.16524403199458426
DG(18:1_18:1) +NH4,C39 H75 N O5,637.56369,15.35,365217.029557479,Area: standard13B2.raw (F18),24173.7735578011,12,15.418,DG,18:1_18:1,36_2,36,2,B2,13,0.1,1.3519306673506046,12.729235584841016,0.9412900185659857,0.14227962863368487
PE(16:0_18:1),C39 H76 N O8 P,717.52932,11.847,170714421.761119,Area: standard13B2.raw (F18),102507.252507006,32,11.847,PE,16:0_18:1,34_1,34,1,B2,13,0.1,1.18643288820946,13.74803121913858,0.975124873120859,0.15520396843867612
PE(18:0_18:1),C41 H80 N O7 P,729.56465,15.276,249056022.187329,Area: standard13B2.raw (F18),147168.08880171,19,15.36,PEp,18:0_18:1,36_1,36,1,B2,13,0.1,1.2287043686823633,14.216302787827248,0.9780766262662444,0.15172228702715754
PS(34:0_17:0),C40 H78 N O10 P,763.53502,12.132,95165866.063891,Area: standard13B2.raw (F18),21876.8248541689,26,12.03,PS,17:0_17:0,34_0,34,0,B2,13,0.1,1.2107601666199124,13.214162133719759,0.9631241376520957,0.0699276023869065
PC(18:1_18:1),C44 H84 N O8 P,785.58981000000006,11.277,998620005.120719,Area: standard13B2.raw (F18),712013.714852452,20,11.462,PC,18:1_18:1,36_2,36,2,B2,13,0.1,1.1729558087543293,15.591708402124302,0.9675836020141986,0.16466095756206495
TG(18:1_18:1_18:1) +NH4,C57 H107 N O6,901.80726,21.343,310832446.923526,Area: standard13B2.raw (F18),913653.08322382,24,21.312,TG,18:1_18:1_18:1,54_3,54,3,B2,13,0.1,0.9577345015024867,15.62072641316727,0.9720883936928404,0.13818376688312486
LPC(18:1),C26 H52 N O7 P,521.3465,3.238,414092750.584583,Area: standard13B3.raw (F19),312495.498196582,32,3.061,LPC,18:01,18_1,18,1,B3,13,0.1,1.1925999734337,14.589882377109294,0.9399089080489595,0.1969839943317374
DG(18:1_18:1) +NH4,C39 H75 N O5,637.56369,15.35,365217.029557479,Area: standard13B3.raw (F19),25108.4835509207,12,15.418,DG,18:1_18:1,36_2,36,2,B3,13,0.1,1.3519306673506046,12.729235584841016,0.9412900185659857,0.14632878406833766
PE(16:0_18:1),C39 H76 N O8 P,717.52932,11.847,170714421.761119,Area: standard13B3.raw (F19),92590.9006957618,32,11.847,PE,16:0_18:1,34_1,34,1,B3,13,0.1,1.18643288820946,13.74803121913858,0.975124873120859,0.14244914653760948
PE(18:0_18:1),C41 H80 N O7 P,729.56465,15.276,249056022.187329,Area: standard13B3.raw (F19),137019.151948384,19,15.36,PEp,18:0_18:1,36_1,36,1,B3,13,0.1,1.2287043686823633,14.216302787827248,0.9780766262662444,0.14315061025363376
PC(18:1_18:1),C44 H84 N O8 P,785.58981000000006,11.277,998620005.120719,Area: standard13B3.raw (F19),857164.573199386,20,11.462,PC,18:1_18:1,36_2,36,2,B3,13,0.1,1.1729558087543293,15.591708402124302,0.9675836020141986,0.1928791761681846
PI(34:2),C43 H79 O13 P,834.52455,8.354,88157750.9432684,Area: standard13B3.raw (F19),35611.1207543771,29,8.31,PI,16:0_18:2,34_2,34,2,B3,13,0.1,1.2157441180432402,13.118700574207326,0.9833773231149067,0.1141661044199184
TG(18:1_18:1_18:1) +NH4,C57 H107 N O6,901.80726,21.343,310832446.923526,Area: standard13B3.raw (F19),1135395.92382301,24,21.312,TG,18:1_18:1_18:1,54_3,54,3,B3,13,0.1,0.9577345015024867,15.62072641316727,0.9720883936928404,0.17337539851235062
LPC(18:1),C26 H52 N O7 P,521.3465,3.238,414092750.584583,Area: standard13B4.raw (F20),95102.8322092926,32,3.061,LPC,18:01,18_1,18,1,B4,13,0.1,1.1925999734337,14.589882377109294,0.9399089080489595,0.07264697219685233
PE(16:0_18:1),C39 H76 N O8 P,717.52932,11.847,170714421.761119,Area: standard13B4.raw (F20),24310.3809884172,32,11.847,PE,16:0_18:1,34_1,34,1,B4,13,0.1,1.18643288820946,13.74803121913858,0.975124873120859,0.046147160063151664
PE(18:0_18:1),C41 H80 N O7 P,729.56656,15.619,249383434.16463,Area: standard13B4.raw (F20),53906.3821315023,13,15.36,PEp,18:0_18:1,36_1,36,1,B4,13,0.1,1.2287043686823633,14.216302787827248,0.9780766262662444,0.06699816063256715
PC(18:1_18:1),C44 H84 N O8 P,785.59252,11.635,775555808.591492,Area: standard13B4.raw (F20),261245.845715309,12,11.462,PC,18:1_18:1,36_2,36,2,B4,13,0.1,1.1729558087543293,15.591708402124302,0.9675836020141986,0.07004198347789647
TG(18:1_18:1_18:1) +NH4,C57 H107 N O6,901.80726,21.343,310832446.923526,Area: standard13B4.raw (F20),479246.277237343,24,21.312,TG,18:1_18:1_18:1,54_3,54,3,B4,13,0.1,0.9577345015024867,15.62072641316727,0.9720883936928404,0.07044789672317339
LPC(18:1),C26 H52 N O7 P,521.3465,3.238,414092750.584583,Area: Standard14B1.raw (F21),1696733.23831622,32,3.061,LPC,18:01,18_1,18,1,B1,14,1,1.1925999734337,14.589882377109294,0.9399089080489595,0.8138389130522414
Cer(d18:1_17:0),C35 H69 N O3,551.52663,12.306,38110154.6493222,Area: Standard14B1.raw (F21),29578.3576723322,24,12.21,Cer,18:1_17:0,35_1,35,1,B1,14,1,1.4899067331041478,11.111911564326087,0.9445085017026763,0.5778548586079244
DG(18:1_18:1) +NH4,C39 H75 N O5,637.56369,15.35,365217.029557479,Area: Standard14B1.raw (F21),210590.46051497,12,15.418,DG,18:1_18:1,36_2,36,2,B1,14,1,1.3519306673506046,12.729235584841016,0.9412900185659857,0.7055281760454574
SM(35_1),C40 H81 N2 O6 P,716.5815,10.127,13983290.9205087,Area: Standard14B1.raw (F21),17606.7198677235,21,9.98,SM,18:1_17:0,35_1,35,1,B1,14,1,1.3821308174287905,10.58989511488896,0.9101563033057309,0.5549685551703316
PE(16:0_18:1),C39 H76 N O8 P,717.52932,11.847,170714421.761119,Area: Standard14B1.raw (F21),615491.030895422,32,11.847,PE,16:0_18:1,34_1,34,1,B1,14,1,1.18643288820946,13.74803121913858,0.975124873120859,0.7031430931325231
PE(18:0_18:1),C41 H80 N O7 P,729.56656,15.619,249383434.16463,Area: Standard14B1.raw (F21),1092097.89282597,13,15.36,PEp,18:0_18:1,36_1,36,1,B1,14,1,1.2287043686823633,14.216302787827248,0.9780766262662444,0.7753126035473619
PS(34:0_17:0),C40 H78 N O10 P,763.53502,12.132,95165866.063891,Area: Standard14B1.raw (F21),468788.164591447,26,12.03,PS,17:0_17:0,34_0,34,0,B1,14,1,1.2107601666199124,13.214162133719759,0.9631241376520957,0.8789247451738047
PG(18:0_18:1),C42 H81 O10 P,776.55601,12.534,29699714.7281424,Area: Standard14B1.raw (F21),161706.144274872,24,12.404,PG,18:1_18:0,36_1,36,1,B1,14,1,1.1823124317065072,12.086211591044925,0.9608186089647072,0.9246083929684975
PC(18:1_18:1),C44 H84 N O8 P,785.58981000000006,11.277,998620005.120719,Area: Standard14B1.raw (F21),5491574.03332735,20,11.462,PC,18:1_18:1,36_2,36,2,B1,14,1,1.1729558087543293,15.591708402124302,0.9675836020141986,0.9396748453848518
PI(34:2),C43 H79 O13 P,834.52455,8.354,88157750.9432684,Area: Standard14B1.raw (F21),492790.14871185,29,8.31,PI,16:0_18:2,34_2,34,2,B1,14,1,1.2157441180432402,13.118700574207326,0.9833773231149067,0.991105450712301
TG(18:1_18:1_18:1) +NH4,C57 H107 N O6,901.80726,21.343,310832446.923526,Area: Standard14B1.raw (F21),3721223.8163319,24,21.312,TG,18:1_18:1_18:1,54_3,54,3,B1,14,1,0.9577345015024867,15.62072641316727,0.9720883936928404,0.5987934057995732
LPC(18:1),C26 H52 N O7 P,521.3465,3.238,414092750.584583,Area: standard14B2.raw (F22),2949925.56948595,32,3.061,LPC,18:01,18_1,18,1,B2,14,1,1.1925999734337,14.589882377109294,0.9399089080489595,1.2940320676508767
Cer(d18:1_17:0),C35 H69 N O3,551.52663,12.306,38110154.6493222,Area: standard14B2.raw (F22),108335.244648727,24,12.21,Cer,18:1_17:0,35_1,35,1,B2,14,1,1.4899067331041478,11.111911564326087,0.9445085017026763,1.3811118127111819
DG(18:1-18:1),C39 H72 O5,620.53639,15.437,91630618.2585435,Area: standard14B2.raw (F22),793122.187365385,19,15.418,DG,18:1_18:1,36_2,36,2,B2,14,1,1.3519306673506046,12.729235584841016,0.9412900185659857,1.8814764437205822
SM(35_1),C40 H81 N2 O6 P,716.5815,10.127,13983290.9205087,Area: standard14B2.raw (F22),63378.090670056,21,9.98,SM,18:1_17:0,35_1,35,1,B2,14,1,1.3821308174287905,10.58989511488896,0.9101563033057309,1.4019560596964962
PE(16:0_18:1),C39 H76 N O8 P,717.52932,11.847,170714421.761119,Area: standard14B2.raw (F22),1258513.82833569,32,11.847,PE,16:0_18:1,34_1,34,1,B2,14,1,1.18643288820946,13.74803121913858,0.975124873120859,1.2848943737024232
PE(18:0_18:1),C41 H80 N O7 P,729.56465,15.276,249056022.187329,Area: standard14B2.raw (F22),1891295.48893075,19,15.36,PEp,18:0_18:1,36_1,36,1,B2,14,1,1.2287043686823633,14.216302787827248,0.9780766262662444,1.212221468081902
PS(34:0_17:0),C40 H78 N O10 P,763.53502,12.132,95165866.063891,Area: standard14B2.raw (F22),703460.734215616,26,12.03,PS,17:0_17:0,34_0,34,0,B2,14,1,1.2107601666199124,13.214162133719759,0.9631241376520957,1.2289446328751916
PG(18:0_18:1),C42 H81 O10 P,776.55601,12.534,29699714.7281424,Area: standard14B2.raw (F22),254672.756004394,24,12.404,PG,18:1_18:0,36_1,36,1,B2,14,1,1.1823124317065072,12.086211591044925,0.9608186089647072,1.3576785350206617
PC(18:1_18:1),C44 H84 N O8 P,785.58981000000006,11.277,998620005.120719,Area: standard14B2.raw (F22),8966273.76414117,20,11.462,PC,18:1_18:1,36_2,36,2,B2,14,1,1.1729558087543293,15.591708402124302,0.9675836020141986,1.4272425454320432
PI(34:2),C43 H79 O13 P,834.52455,8.354,88157750.9432684,Area: standard14B2.raw (F22),717121.838522637,29,8.31,PI,16:0_18:2,34_2,34,2,B2,14,1,1.2157441180432402,13.118700574207326,0.9833773231149067,1.3493894743945691
TG(18:1_18:1_18:1) +NH4,C57 H107 N O6,901.80726,21.343,310832446.923526,Area: standard14B2.raw (F22),6806223.22300678,24,21.312,TG,18:1_18:1_18:1,54_3,54,3,B2,14,1,0.9577345015024867,15.62072641316727,0.9720883936928404,1.1247846389453124
LPC(18:1),C26 H52 N O7 P,521.3465,3.238,414092750.584583,Area: standard14B3.raw (F23),3562260.34205431,32,3.061,LPC,18:01,18_1,18,1,B3,14,1,1.1925999734337,14.589882377109294,0.9399089080489595,1.515761134149876
Cer(d18:1_17:0),C35 H69 N O3,551.52663,12.306,38110154.6493222,Area: standard14B3.raw (F23),133911.806397901,24,12.21,Cer,18:1_17:0,35_1,35,1,B3,14,1,1.4899067331041478,11.111911564326087,0.9445085017026763,1.592247686641569
DG(18:1_18:1) +NH4,C39 H75 N O5,637.56369,15.35,365217.029557479,Area: standard14B3.raw (F23),220681.897952598,12,15.418,DG,18:1_18:1,36_2,36,2,B3,14,1,1.3519306673506046,12.729235584841016,0.9412900185659857,0.7303829868558807
PE(16:0_18:1),C39 H76 N O8 P,717.52932,11.847,170714421.761119,Area: standard14B3.raw (F23),1246880.66302005,32,11.847,PE,16:0_18:1,34_1,34,1,B3,14,1,1.18643288820946,13.74803121913858,0.975124873120859,1.2748763839773571
PE(18:0_18:1),C41 H80 N O7 P,729.56465,15.276,249056022.187329,Area: standard14B3.raw (F23),1867514.2647638,19,15.36,PEp,18:0_18:1,36_1,36,1,B3,14,1,1.2287043686823633,14.216302787827248,0.9780766262662444,1.19980151778739
PS(34:0_17:0),C40 H78 N O10 P,763.53502,12.132,95165866.063891,Area: standard14B3.raw (F23),684925.783627881,26,12.03,PS,17:0_17:0,34_0,34,0,B3,14,1,1.2107601666199124,13.214162133719759,0.9631241376520957,1.2021386974716832
PG(18:0_18:1),C42 H81 O10 P,776.55601,12.534,29699714.7281424,Area: standard14B3.raw (F23),324484.862525688,24,12.404,PG,18:1_18:0,36_1,36,1,B3,14,1,1.1823124317065072,12.086211591044925,0.9608186089647072,1.666422937538003
PC(18:1_18:1),C44 H84 N O8 P,785.58981000000006,11.277,998620005.120719,Area: standard14B3.raw (F23),9607042.7092738,20,11.462,PC,18:1_18:1,36_2,36,2,B3,14,1,1.1729558087543293,15.591708402124302,0.9675836020141986,1.5137536567772143
PI(34:2),C43 H79 O13 P,834.52455,8.354,88157750.9432684,Area: standard14B3.raw (F23),768562.087205709,29,8.31,PI,16:0_18:2,34_2,34,2,B3,14,1,1.2157441180432402,13.118700574207326,0.9833773231149067,1.4285133694383192
TG(18:1_18:1_18:1) +NH4,C57 H107 N O6,901.80726,21.343,310832446.923526,Area: standard14B3.raw (F23),7436035.27536008,24,21.312,TG,18:1_18:1_18:1,54_3,54,3,B3,14,1,0.9577345015024867,15.62072641316727,0.9720883936928404,1.2336751142741778
LPC(18:1),C26 H52 N O7 P,521.3465,3.238,414092750.584583,Area: standard14B4.raw (F24),1253120.44805308,32,3.061,LPC,18:01,18_1,18,1,B4,14,1,1.1925999734337,14.589882377109294,0.9399089080489595,0.6312100552622131
Cer(d18:1_17:0),C35 H69 N O3,551.52663,12.306,38110154.6493222,Area: standard14B4.raw (F24),77907.7132398613,24,12.21,Cer,18:1_17:0,35_1,35,1,B4,14,1,1.4899067331041478,11.111911564326087,0.9445085017026763,1.1069362629752884
DG(18:1_18:1) +NH4,C39 H75 N O5,637.56369,15.35,365217.029557479,Area: standard14B4.raw (F24),168213.676652725,12,15.418,DG,18:1_18:1,36_2,36,2,B4,14,1,1.3519306673506046,12.729235584841016,0.9412900185659857,0.5975001720627063
PE(16:0_18:1),C39 H76 N O8 P,717.52932,11.847,170714421.761119,Area: standard14B4.raw (F24),640794.32816084,32,11.847,PE,16:0_18:1,34_1,34,1,B4,14,1,1.18643288820946,13.74803121913858,0.975124873120859,0.7274300281859091
PE(18:0_18:1),C41 H80 N O7 P,729.56656,15.619,249383434.16463,Area: standard14B4.raw (F24),1002611.97065043,13,15.36,PEp,18:0_18:1,36_1,36,1,B4,14,1,1.2287043686823633,14.216302787827248,0.9780766262662444,0.7232011235839283
PS(34:0_17:0),C40 H78 N O10 P,763.53502,12.132,95165866.063891,Area: standard14B4.raw (F24),353379.035023191,26,12.03,PS,17:0_17:0,34_0,34,0,B4,14,1,1.2107601666199124,13.214162133719759,0.9631241376520957,0.6959543972547627
PG(18:0_18:1),C42 H81 O10 P,776.55601,12.534,29699714.7281424,Area: standard14B4.raw (F24),85986.1567993098,24,12.404,PG,18:1_18:0,36_1,36,1,B4,14,1,1.1823124317065072,12.086211591044925,0.9608186089647072,0.5419466837828384
PC(18:1_18:1),C44 H84 N O8 P,785.59252,11.635,775555808.591492,Area: standard14B4.raw (F24),3247358.4329347,12,11.462,PC,18:1_18:1,36_2,36,2,B4,14,1,1.1729558087543293,15.591708402124302,0.9675836020141986,0.6004195560173674
PI(34:2),C43 H79 O13 P,834.52455,8.354,88157750.9432684,Area: standard14B4.raw (F24),394577.16465755,29,8.31,PI,16:0_18:2,34_2,34,2,B4,14,1,1.2157441180432402,13.118700574207326,0.9833773231149067,0.8255053184330504
TG(18:1_18:1_18:1) +NH4,C57 H107 N O6,901.80726,21.343,310832446.923526,Area: standard14B4.raw (F24),3009552.68013572,24,21.312,TG,18:1_18:1_18:1,54_3,54,3,B4,14,1,0.9577345015024867,15.62072641316727,0.9720883936928404,0.4797610971852026
FA(18:1),C18 H34 O2,282.25545,4.875,699159.20364585,Area: Standard15B1.raw (F25),30793.393154808,16,4.84,FA,18:01,18_1,18,1,B1,15,10,1.5445883525911401,6.561239407754413,0.7169625691734415,11.51039279038875
LPC(18:1),C26 H52 N O7 P,521.3465,3.238,414092750.584583,Area: Standard15B1.raw (F25),25700783.1870001,32,3.061,LPC,18:01,18_1,18,1,B1,15,10,1.1925999734337,14.589882377109294,0.9399089080489595,7.947899516608131
Cer(d18:1_17:0),C35 H69 N O3,551.52663,12.306,38110154.6493222,Area: Standard15B1.raw (F25),1092326.54063247,24,12.21,Cer,18:1_17:0,35_1,35,1,B1,15,10,1.4899067331041478,11.111911564326087,0.9445085017026763,6.513530502025407
DG(18:1-18:1),C39 H72 O5,620.53639,15.437,91630618.2585435,Area: Standard15B1.raw (F25),6863048.34862155,19,15.418,DG,18:1_18:1,36_2,36,2,B1,15,10,1.3519306673506046,12.729235584841016,0.9412900185659857,9.283517459700066
SM(35_1),C40 H81 N2 O6 P,716.5815,10.127,13983290.9205087,Area: Standard15B1.raw (F25),770908.827328616,21,9.98,SM,18:1_17:0,35_1,35,1,B1,15,10,1.3821308174287905,10.58989511488896,0.9101563033057309,8.54673757787242
PE(16:0_18:1),C39 H76 N O8 P,717.52932,11.847,170714421.761119,Area: Standard15B1.raw (F25),10638640.9430024,32,11.847,PE,16:0_18:1,34_1,34,1,B1,15,10,1.18643288820946,13.74803121913858,0.975124873120859,7.766491362812042
PE(18:0_18:1),C41 H80 N O7 P,729.56656,15.619,249383434.16463,Area: Standard15B1.raw (F25),17190113.8263773,13,15.36,PEp,18:0_18:1,36_1,36,1,B1,15,10,1.2287043686823633,14.216302787827248,0.9780766262662444,7.306135786415888
PS(34:0_17:0),C40 H78 N O10 P,763.53502,12.132,95165866.063891,Area: Standard15B1.raw (F25),7755988.51742494,26,12.03,PS,17:0_17:0,34_0,34,0,B1,15,10,1.2107601666199124,13.214162133719759,0.9631241376520957,8.922299741764387
PG(18:0_18:1),C42 H81 O10 P,776.55601,12.534,29699714.7281424,Area: Standard15B1.raw (F25),2223383.93721944,24,12.404,PG,18:1_18:0,36_1,36,1,B1,15,10,1.1823124317065072,12.086211591044925,0.9608186089647072,8.48636901622273
PC(18:1_18:1),C44 H84 N O8 P,785.59252,11.635,775555808.591492,Area: Standard15B1.raw (F25),57669314.2303811,12,11.462,PC,18:1_18:1,36_2,36,2,B1,15,10,1.1729558087543293,15.591708402124302,0.9675836020141986,6.976530716667217
PI(34:2),C43 H79 O13 P,834.52455,8.354,88157750.9432684,Area: Standard15B1.raw (F25),6452513.66073698,29,8.31,PI,16:0_18:2,34_2,34,2,B1,15,10,1.2157441180432402,13.118700574207326,0.9833773231149067,8.22155127154037
TG(18:1_18:1_18:1) +NH4,C57 H107 N O6,901.80726,21.343,310832446.923526,Area: Standard15B1.raw (F25),77583768.7887746,24,21.312,TG,18:1_18:1_18:1,54_3,54,3,B1,15,10,0.9577345015024867,15.62072641316727,0.9720883936928404,14.274938435937763
FA(18:1),C18 H34 O2,282.25545,4.875,699159.20364585,Area: standard15B2.raw (F26),26574.4077805022,16,4.84,FA,18:01,18_1,18,1,B2,15,10,1.5445883525911401,6.561239407754413,0.7169625691734415,10.46306857368884
LPC(18:1),C26 H52 N O7 P,521.3465,3.238,414092750.584583,Area: standard15B2.raw (F26),42382061.8566493,32,3.061,LPC,18:01,18_1,18,1,B2,15,10,1.1925999734337,14.589882377109294,0.9399089080489595,12.0894186775214
