Name,Formula,Molecular Weight,RT [min],Area (Max.),sample,area,count,RT,Class,FA,FA Group Key,TC,DB,Batch,StandardsName,Conc,slope,intercept,adj.r.squared,conc_mgmL
Cer(d18:1_17:0),C35 H69 N O3,551.52663,12.306,38110154.6493222,Area: standard15B2.raw (F26),1767322.33914423,24,12.21,Cer,18:1_17:0,35_1,35,1,B2,15,10,1.4899067331041478,11.111911564326087,0.9445085017026763,8.996405929794973
DG(18:1-18:1),C39 H72 O5,620.53639,15.437,91630618.2585435,Area: standard15B2.raw (F26),10821162.9947154,19,15.418,DG,18:1_18:1,36_2,36,2,B2,15,10,1.3519306673506046,12.729235584841016,0.9412900185659857,13.001394664210123
SM(35_1),C40 H81 N2 O6 P,716.5815,10.127,13983290.9205087,Area: standard15B2.raw (F26),1191266.8184256,21,9.98,SM,18:1_17:0,35_1,35,1,B2,15,10,1.3821308174287905,10.58989511488896,0.9101563033057309,11.709816971254236
PE(16:0_18:1),C39 H76 N O8 P,717.52932,11.847,170714421.761119,Area: standard15B2.raw (F26),12485247.8129339,32,11.847,PE,16:0_18:1,34_1,34,1,B2,15,10,1.18643288820946,13.74803121913858,0.975124873120859,8.888185378584517
PE(18:0_18:1),C41 H80 N O7 P,729.56465,15.276,249056022.187329,Area: standard15B2.raw (F26),26160944.0380417,19,15.36,PEp,18:0_18:1,36_1,36,1,B2,15,10,1.2287043686823633,14.216302787827248,0.9780766262662444,10.28291317014919
PS(34:0_17:0),C40 H78 N O10 P,763.53502,12.132,95165866.063891,Area: standard15B2.raw (F26),9265781.58935075,26,12.03,PS,17:0_17:0,34_0,34,0,B2,15,10,1.2107601666199124,13.214162133719759,0.9631241376520957,10.334167345769727
PG(18:0_18:1),C42 H81 O10 P,776.55601,12.534,29699714.7281424,Area: standard15B2.raw (F26),2737479.28331056,24,12.404,PG,18:1_18:0,36_1,36,1,B2,15,10,1.1823124317065072,12.086211591044925,0.9608186089647072,10.118786474355456
PC(18:1_18:1),C44 H84 N O8 P,785.58981000000006,11.277,998620005.120719,Area: standard15B2.raw (F26),84995107.3821119,20,11.462,PC,18:1_18:1,36_2,36,2,B2,15,10,1.1729558087543293,15.591708402124302,0.9675836020141986,9.710695271597105
PI(34:2),C43 H79 O13 P,834.52455,8.354,88157750.9432684,Area: standard15B2.raw (F26),8012721.23476557,29,8.31,PI,16:0_18:2,34_2,34,2,B2,15,10,1.2157441180432402,13.118700574207326,0.9833773231149067,9.824596075365525
FA(18:1),C18 H34 O2,282.25545,4.875,699159.20364585,Area: standard15B3.raw (F27),37839.5909788153,16,4.84,FA,18:01,18_1,18,1,B3,15,10,1.5445883525911401,6.561239407754413,0.7169625691734415,13.153071777750716
LPC(18:1),C26 H52 N O7 P,521.34592,3.541,8161572.83019903,Area: standard15B3.raw (F27),2755365.03095621,2,3.061,LPC,18:01,18_1,18,1,B3,15,10,1.1925999734337,14.589882377109294,0.9399089080489595,1.222076956152443
LPC(18:1),C26 H52 N O7 P,521.3465,3.238,414092750.584583,Area: standard15B3.raw (F27),49068013.0847859,32,3.061,LPC,18:01,18_1,18,1,B3,15,10,1.1925999734337,14.589882377109294,0.9399089080489595,13.669355077993243
Cer(d18:1_17:0),C35 H69 N O3,551.52663,12.306,38110154.6493222,Area: standard15B3.raw (F27),2151706.92816909,24,12.21,Cer,18:1_17:0,35_1,35,1,B3,15,10,1.4899067331041478,11.111911564326087,0.9445085017026763,10.266756746592506
DG(18:1-18:1),C39 H72 O5,620.53639,15.437,91630618.2585435,Area: standard15B3.raw (F27),16127920.7312295,19,15.418,DG,18:1_18:1,36_2,36,2,B3,15,10,1.3519306673506046,12.729235584841016,0.9412900185659857,17.46546987743684
SM(35_1),C40 H81 N2 O6 P,716.5815,10.127,13983290.9205087,Area: standard15B3.raw (F27),216007.414359044,21,9.98,SM,18:1_17:0,35_1,35,1,B3,15,10,1.3821308174287905,10.58989511488896,0.9101563033057309,3.404320381334422
PE(16:0_18:1),C39 H76 N O8 P,717.52932,11.847,170714421.761119,Area: standard15B3.raw (F27),14053690.3767271,32,11.847,PE,16:0_18:1,34_1,34,1,B3,15,10,1.18643288820946,13.74803121913858,0.975124873120859,9.820430493967118
PE(18:0_18:1),C41 H80 N O7 P,729.56465,15.276,249056022.187329,Area: standard15B3.raw (F27),24359545.227279,19,15.36,PEp,18:0_18:1,36_1,36,1,B3,15,10,1.2287043686823633,14.216302787827248,0.9780766262662444,9.702846716499662
PS(34:0_17:0),C40 H78 N O10 P,763.53502,12.132,95165866.063891,Area: standard15B3.raw (F27),8696855.07947848,26,12.03,PS,17:0_17:0,34_0,34,0,B3,15,10,1.2107601666199124,13.214162133719759,0.9631241376520957,9.807224384308395
PG(18:0_18:1),C42 H81 O10 P,776.55601,12.534,29699714.7281424,Area: standard15B3.raw (F27),2986061.12539941,24,12.404,PG,18:1_18:0,36_1,36,1,B3,15,10,1.1823124317065072,12.086211591044925,0.9608186089647072,10.890694352984877
PC(18:1_18:1),C44 H84 N O8 P,785.58981000000006,11.277,998620005.120719,Area: standard15B3.raw (F27),95957337.2681269,20,11.462,PC,18:1_18:1,36_2,36,2,B3,15,10,1.1729558087543293,15.591708402124302,0.9675836020141986,10.768770876855703
PI(34:2),C43 H79 O13 P,834.52455,8.354,88157750.9432684,Area: standard15B3.raw (F27),9002461.95622995,29,8.31,PI,16:0_18:2,34_2,34,2,B3,15,10,1.2157441180432402,13.118700574207326,0.9833773231149067,10.812344899982481
TG(18:1_18:1_18:1) +NH4,C57 H107 N O6,901.80726,21.343,310832446.923526,Area: standard15B3.raw (F27),66149990.6455799,24,21.312,TG,18:1_18:1_18:1,54_3,54,3,B3,15,10,0.9577345015024867,15.62072641316727,0.9720883936928404,12.08585837087501
FA(18:1),C18 H34 O2,282.25545,4.875,699159.20364585,Area: standard15B4.raw (F28),12803.2949982825,16,4.84,FA,18:01,18_1,18,1,B4,15,10,1.5445883525911401,6.561239407754413,0.7169625691734415,6.521305774680032
LPC(18:1),C26 H52 N O7 P,521.3465,3.238,414092750.584583,Area: standard15B4.raw (F28),17030329.6075539,32,3.061,LPC,18:01,18_1,18,1,B4,15,10,1.1925999734337,14.589882377109294,0.9399089080489595,5.628493117161362
Cer(d18:1_17:0),C35 H69 N O3,551.52663,12.306,38110154.6493222,Area: standard15B4.raw (F28),1049192.25751887,24,12.21,Cer,18:1_17:0,35_1,35,1,B4,15,10,1.4899067331041478,11.111911564326087,0.9445085017026763,6.33975520101597
DG(18:1-18:1),C39 H72 O5,620.53639,15.437,91630618.2585435,Area: standard15B4.raw (F28),5385639.14983779,19,15.418,DG,18:1_18:1,36_2,36,2,B4,15,10,1.3519306673506046,12.729235584841016,0.9412900185659857,7.7595919757071
SM(35_1),C40 H81 N2 O6 P,716.5815,10.127,13983290.9205087,Area: standard15B4.raw (F28),364373.06800879,21,9.98,SM,18:1_17:0,35_1,35,1,B4,15,10,1.3821308174287905,10.58989511488896,0.9101563033057309,4.9696492135283
PE(16:0_18:1),C39 H76 N O8 P,717.52932,11.847,170714421.761119,Area: standard15B4.raw (F28),7110137.06015682,32,11.847,PE,16:0_18:1,34_1,34,1,B4,15,10,1.18643288820946,13.74803121913858,0.975124873120859,5.5298964803495725
PE(18:0_18:1),C41 H80 N O7 P,729.56656,15.619,249383434.16463,Area: standard15B4.raw (F28),11927010.5663165,13,15.36,PEp,18:0_18:1,36_1,36,1,B4,15,10,1.2287043686823633,14.216302787827248,0.9780766262662444,5.426114132228394
PS(34:0_17:0),C40 H78 N O10 P,763.53502,12.132,95165866.063891,Area: standard15B4.raw (F28),4359605.51992108,26,12.03,PS,17:0_17:0,34_0,34,0,B4,15,10,1.2107601666199124,13.214162133719759,0.9631241376520957,5.54418945151256
PG(18:0_18:1),C42 H81 O10 P,776.55601,12.534,29699714.7281424,Area: standard15B4.raw (F28),1889636.35244669,24,12.404,PG,18:1_18:0,36_1,36,1,B4,15,10,1.1823124317065072,12.086211591044925,0.9608186089647072,7.395674380750519
PC(18:1_18:1),C44 H84 N O8 P,785.59252,11.635,775555808.591492,Area: standard15B4.raw (F28),34547997.3547306,12,11.462,PC,18:1_18:1,36_2,36,2,B4,15,10,1.1729558087543293,15.591708402124302,0.9675836020141986,4.507431299003886
PI(34:2),C43 H79 O13 P,834.52455,8.354,88157750.9432684,Area: standard15B4.raw (F28),4489307.19738609,29,8.31,PI,16:0_18:2,34_2,34,2,B4,15,10,1.2157441180432402,13.118700574207326,0.9833773231149067,6.100461313128351
TG(18:1_18:1_18:1) +NH4,C57 H107 N O6,901.80726,21.343,310832446.923526,Area: standard15B4.raw (F28),29947396.113972,24,21.312,TG,18:1_18:1_18:1,54_3,54,3,B4,15,10,0.9577345015024867,15.62072641316727,0.9720883936928404,5.283458300694613
FA(18:1),C18 H34 O2,282.25545,4.875,699159.20364585,Area: Standard16B1.raw (F29),440280.016805718,16,4.84,FA,18:01,18_1,18,1,B1,16,50,1.5445883525911401,6.561239407754413,0.7169625691734415,64.4225517323345
LPC(18:1),C26 H52 N O7 P,521.3465,3.238,414092750.584583,Area: Standard16B1.raw (F29),346513084.167424,32,3.061,LPC,18:01,18_1,18,1,B1,16,50,1.1925999734337,14.589882377109294,0.9399089080489595,70.39988117638195
Cer(d18:1_17:0),C35 H69 N O3,551.52663,12.306,38110154.6493222,Area: Standard16B1.raw (F29),27121183.4598646,24,12.21,Cer,18:1_17:0,35_1,35,1,B1,16,50,1.4899067331041478,11.111911564326087,0.9445085017026763,56.245429679325525
DG(18:1-18:1),C39 H72 O5,620.53639,15.437,91630618.2585435,Area: Standard16B1.raw (F29),91630618.2585435,19,15.418,DG,18:1_18:1,36_2,36,2,B1,16,50,1.3519306673506046,12.729235584841016,0.9412900185659857,63.13106141058295
SM(35_1),C40 H81 N2 O6 P,716.5815,10.127,13983290.9205087,Area: Standard16B1.raw (F29),11662260.3456018,21,9.98,SM,18:1_17:0,35_1,35,1,B1,16,50,1.3821308174287905,10.58989511488896,0.9101563033057309,61.00918096877273
PE(16:0_18:1),C39 H76 N O8 P,717.52932,11.847,170714421.761119,Area: Standard16B1.raw (F29),136029554.686965,32,11.847,PE,16:0_18:1,34_1,34,1,B1,16,50,1.18643288820946,13.74803121913858,0.975124873120859,66.53661576869581
PE(18:0_18:1),C41 H80 N O7 P,729.56656,15.619,249383434.16463,Area: Standard16B1.raw (F29),209627148.533619,13,15.36,PEp,18:0_18:1,36_1,36,1,B1,16,50,1.2287043686823633,14.216302787827248,0.9780766262662444,55.93491053712216
PS(34:0_17:0),C40 H78 N O10 P,763.53502,12.132,95165866.063891,Area: Standard16B1.raw (F29),62300032.5963446,26,12.03,PS,17:0_17:0,34_0,34,0,B1,16,50,1.2107601666199124,13.214162133719759,0.9631241376520957,49.86756263009545
PG(18:0_18:1),C42 H81 O10 P,776.55601,12.534,29699714.7281424,Area: Standard16B1.raw (F29),22431097.3285179,24,12.404,PG,18:1_18:0,36_1,36,1,B1,16,50,1.1823124317065072,12.086211591044925,0.9608186089647072,59.946878237863686
PC(18:1_18:1),C44 H84 N O8 P,785.59252,11.635,775555808.591492,Area: Standard16B1.raw (F29),762977262.677581,12,11.462,PC,18:1_18:1,36_2,36,2,B1,16,50,1.1729558087543293,15.591708402124302,0.9675836020141986,63.070746457026615
PC(18:1_20:4),C46 H82 N O8 P,807.57401,11.819,12196817.9939931,Area: Standard16B1.raw (F29),5349882.63740097,6,11.498,PCp,18:1_20:4,38_4,38,4,B1,16,50,0.4046004170167451,15.453404727350827,0,1.101681230926931
PI(34:2),C43 H79 O13 P,834.52455,8.354,88157750.9432684,Area: Standard16B1.raw (F29),67216452.4514768,29,8.31,PI,16:0_18:2,34_2,34,2,B1,16,50,1.2157441180432402,13.118700574207326,0.9833773231149067,56.50574920925468
TG(18:1_18:1_18:1) +NH4,C57 H107 N O6,901.80726,21.343,310832446.923526,Area: Standard16B1.raw (F29),285539465.385645,24,21.312,TG,18:1_18:1_18:1,54_3,54,3,B1,16,50,0.9577345015024867,15.62072641316727,0.9720883936928404,55.647142813450834
FA(18:1),C18 H34 O2,282.25545,4.875,699159.20364585,Area: standard16B2.raw (F30),434947.736281031,16,4.84,FA,18:01,18_1,18,1,B2,16,50,1.5445883525911401,6.561239407754413,0.7169625691734415,63.91633030280912
LPC(18:1),C26 H52 N O7 P,521.3465,3.238,414092750.584583,Area: standard16B2.raw (F30),330411632.537604,32,3.061,LPC,18:01,18_1,18,1,B2,16,50,1.1925999734337,14.589882377109294,0.9399089080489595,67.64641997473598
Cer(d18:1_17:0),C35 H69 N O3,551.52663,12.306,38110154.6493222,Area: standard16B2.raw (F30),26143616.9120093,24,12.21,Cer,18:1_17:0,35_1,35,1,B2,16,50,1.4899067331041478,11.111911564326087,0.9445085017026763,54.87652373181999
DG(18:1-18:1),C39 H72 O5,620.53639,15.437,91630618.2585435,Area: standard16B2.raw (F30),83623816.7734133,19,15.418,DG,18:1_18:1,36_2,36,2,B2,16,50,1.3519306673506046,12.729235584841016,0.9412900185659857,59.00241885017623
SM(35_1),C40 H81 N2 O6 P,716.5815,10.127,13983290.9205087,Area: standard16B2.raw (F30),9807608.56549308,21,9.98,SM,18:1_17:0,35_1,35,1,B2,16,50,1.3821308174287905,10.58989511488896,0.9101563033057309,53.82354088428136
PE(16:0_18:1),C39 H76 N O8 P,717.52932,11.847,170714421.761119,Area: standard16B2.raw (F30),129620493.692136,32,11.847,PE,16:0_18:1,34_1,34,1,B2,16,50,1.18643288820946,13.74803121913858,0.975124873120859,63.88437331388287
PE(18:0_18:1),C41 H80 N O7 P,729.56465,15.276,249056022.187329,Area: standard16B2.raw (F30),219015997.559482,19,15.36,PEp,18:0_18:1,36_1,36,1,B2,16,50,1.2287043686823633,14.216302787827248,0.9780766262662444,57.965479448592944
PS(34:0_17:0),C40 H78 N O10 P,763.53502,12.132,95165866.063891,Area: standard16B2.raw (F30),68812355.2824961,26,12.03,PS,17:0_17:0,34_0,34,0,B2,16,50,1.2107601666199124,13.214162133719759,0.9631241376520957,54.13525144543623
PG(18:0_18:1),C42 H81 O10 P,776.55601,12.534,29699714.7281424,Area: standard16B2.raw (F30),24822735.90087,24,12.404,PG,18:1_18:0,36_1,36,1,B2,16,50,1.1823124317065072,12.086211591044925,0.9608186089647072,65.3102037836708
PC(18:1_18:1),C44 H84 N O8 P,785.58981000000006,11.277,998620005.120719,Area: standard16B2.raw (F30),823404033.362013,20,11.462,PC,18:1_18:1,36_2,36,2,B2,16,50,1.1729558087543293,15.591708402124302,0.9675836020141986,67.30517635675346
PI(34:2),C43 H79 O13 P,834.52455,8.354,88157750.9432684,Area: standard16B2.raw (F30),76765038.2110509,29,8.31,PI,16:0_18:2,34_2,34,2,B2,16,50,1.2157441180432402,13.118700574207326,0.9833773231149067,63.02942072983338
TG(18:1_18:1_18:1) +NH4,C57 H107 N O6,901.80726,21.343,310832446.923526,Area: standard16B2.raw (F30),234631787.133553,24,21.312,TG,18:1_18:1_18:1,54_3,54,3,B2,16,50,0.9577345015024867,15.62072641316727,0.9720883936928404,45.3315054027962
FA(18:1),C18 H34 O2,282.25545,4.875,699159.20364585,Area: standard16B3.raw (F31),641821.329581704,16,4.84,FA,18:01,18_1,18,1,B3,16,50,1.5445883525911401,6.561239407754413,0.7169625691734415,82.2263955545412
LPC(18:1),C26 H52 N O7 P,521.3465,3.238,414092750.584583,Area: standard16B3.raw (F31),414092750.584583,32,3.061,LPC,18:01,18_1,18,1,B3,16,50,1.1925999734337,14.589882377109294,0.9399089080489595,81.74358672642876
Cer(d18:1_17:0),C35 H69 N O3,551.52663,12.306,38110154.6493222,Area: standard16B3.raw (F31),38110154.6493222,24,12.21,Cer,18:1_17:0,35_1,35,1,B3,16,50,1.4899067331041478,11.111911564326087,0.9445085017026763,70.6712037710215
DG(18:1-18:1),C39 H72 O5,620.53639,15.437,91630618.2585435,Area: standard16B3.raw (F31),90552095.3535993,19,15.418,DG,18:1_18:1,36_2,36,2,B3,16,50,1.3519306673506046,12.729235584841016,0.9412900185659857,62.580576310660376
SM(35_1),C40 H81 N2 O6 P,716.5815,10.127,13983290.9205087,Area: standard16B3.raw (F31),13317403.6478777,21,9.98,SM,18:1_17:0,35_1,35,1,B3,16,50,1.3821308174287905,10.58989511488896,0.9101563033057309,67.15782529893974
PE(16:0_18:1),C39 H76 N O8 P,717.52932,11.847,170714421.761119,Area: standard16B3.raw (F31),170714421.761119,32,11.847,PE,16:0_18:1,34_1,34,1,B3,16,50,1.18643288820946,13.74803121913858,0.975124873120859,80.57458898005895
PE(18:0_18:1),C41 H80 N O7 P,729.56465,15.276,249056022.187329,Area: standard16B3.raw (F31),249056022.187329,19,15.36,PEp,18:0_18:1,36_1,36,1,B3,16,50,1.2287043686823633,14.216302787827248,0.9780766262662444,64.35768066280481
PS(34:0_17:0),C40 H78 N O10 P,763.53502,12.132,95165866.063891,Area: standard16B3.raw (F31),70635235.2565162,26,12.03,PS,17:0_17:0,34_0,34,0,B3,16,50,1.2107601666199124,13.214162133719759,0.9631241376520957,55.31699014536822
PG(18:0_18:1),C42 H81 O10 P,776.55601,12.534,29699714.7281424,Area: standard16B3.raw (F31),29699714.7281424,24,12.404,PG,18:1_18:0,36_1,36,1,B3,16,50,1.1823124317065072,12.086211591044925,0.9608186089647072,76.01006324465871
PC(18:1_18:1),C44 H84 N O8 P,785.58981000000006,11.277,998620005.120719,Area: standard16B3.raw (F31),998620005.120719,20,11.462,PC,18:1_18:1,36_2,36,2,B3,16,50,1.1729558087543293,15.591708402124302,0.9675836020141986,79.33796505107557
PC(18:1_20:4),C46 H82 N O8 P,807.57401,11.819,12196817.9939931,Area: standard16B3.raw (F31),1349238.86072882,6,11.498,PCp,18:1_20:4,38_4,38,4,B3,16,50,0.4046004170167451,15.453404727350827,0,0.03659512494685023
PI(34:2),C43 H79 O13 P,834.52455,8.354,88157750.9432684,Area: standard16B3.raw (F31),88157750.9432684,29,8.31,PI,16:0_18:2,34_2,34,2,B3,16,50,1.2157441180432402,13.118700574207326,0.9833773231149067,70.62779028113609
TG(18:1_18:1_18:1) +NH4,C57 H107 N O6,901.80726,21.343,310832446.923526,Area: standard16B3.raw (F31),276406289.529875,24,21.312,TG,18:1_18:1_18:1,54_3,54,3,B3,16,50,0.9577345015024867,15.62072641316727,0.9720883936928404,53.79000720511943
FA(18:1),C18 H34 O2,282.25545,4.875,699159.20364585,Area: standard16B4.raw (F32),239789.608424041,16,4.84,FA,18:01,18_1,18,1,B4,16,50,1.5445883525911401,6.561239407754413,0.7169625691734415,43.46945901034376
LPC(18:1),C26 H52 N O7 P,521.3465,3.238,414092750.584583,Area: standard16B4.raw (F32),278105435.105677,32,3.061,LPC,18:01,18_1,18,1,B4,16,50,1.1925999734337,14.589882377109294,0.9399089080489595,58.54452160167137
Cer(d18:1_17:0),C35 H69 N O3,551.52663,12.306,38110154.6493222,Area: standard16B4.raw (F32),21502401.0214997,24,12.21,Cer,18:1_17:0,35_1,35,1,B4,16,50,1.4899067331041478,11.111911564326087,0.9445085017026763,48.130175636511545
DG(18:1-18:1),C39 H72 O5,620.53639,15.437,91630618.2585435,Area: standard16B4.raw (F32),79418850.0029828,19,15.418,DG,18:1_18:1,36_2,36,2,B4,16,50,1.3519306673506046,12.729235584841016,0.9412900185659857,56.79318062108352
SM(35_1),C40 H81 N2 O6 P,716.5815,10.127,13983290.9205087,Area: standard16B4.raw (F32),6260488.11582826,21,9.98,SM,18:1_17:0,35_1,35,1,B4,16,50,1.3821308174287905,10.58989511488896,0.9101563033057309,38.8972031317327
PE(16:0_18:1),C39 H76 N O8 P,717.52932,11.847,170714421.761119,Area: standard16B4.raw (F32),95208415.7033864,32,11.847,PE,16:0_18:1,34_1,34,1,B4,16,50,1.18643288820946,13.74803121913858,0.975124873120859,49.255240660985216
PE(18:0_18:1),C41 H80 N O7 P,729.56656,15.619,249383434.16463,Area: standard16B4.raw (F32),147876310.602674,13,15.36,PEp,18:0_18:1,36_1,36,1,B4,16,50,1.2287043686823633,14.216302787827248,0.9780766262662444,42.10585804100178
PS(34:0_17:0),C40 H78 N O10 P,763.53502,12.132,95165866.063891,Area: standard16B4.raw (F32),30727817.1142458,26,12.03,PS,17:0_17:0,34_0,34,0,B4,16,50,1.2107601666199124,13.214162133719759,0.9631241376520957,27.81597604137689
PG(18:0_18:1),C42 H81 O10 P,776.55601,12.534,29699714.7281424,Area: standard16B4.raw (F32),15152071.0686678,24,12.404,PG,18:1_18:0,36_1,36,1,B4,16,50,1.1823124317065072,12.086211591044925,0.9608186089647072,43.01900862613703
PC(18:1_18:1),C44 H84 N O8 P,785.59252,11.635,775555808.591492,Area: standard16B4.raw (F32),604134594.442235,12,11.462,PC,18:1_18:1,36_2,36,2,B4,16,50,1.1729558087543293,15.591708402124302,0.9675836020141986,51.689050061678714
PC(18:1_20:4),C46 H82 N O8 P,807.57401,11.819,12196817.9939931,Area: standard16B4.raw (F32),11984331.670589,6,11.498,PCp,18:1_20:4,38_4,38,4,B4,16,50,0.4046004170167451,15.453404727350827,0,8.08673500381178
PI(34:2),C43 H79 O13 P,834.52455,8.354,88157750.9432684,Area: standard16B4.raw (F32),46325011.4450687,29,8.31,PI,16:0_18:2,34_2,34,2,B4,16,50,1.2157441180432402,13.118700574207326,0.9833773231149067,41.602605869546814
